timestamp,availability,operationalavailability,efficiency,oee,qualityrate,runningtime,mtbf,mttr,rejectionrate,processed,produce,workingtime,netoperatingtime,effectivetimeexpectedproduction,internaldowntime,internalstops,nodatatime,externaltime,planneddowntime,productiontimeexpectedproduction,induceddowntime,reactiontime,equipmentdowntime,effectivetime,designspeed,avgprocessspeed,maxprocessspeed,minprocessspeed,rank,recipe,MachineSpeed_max
2024-01-25 07:00:00+00:00,100.0,87.38409665636415,88.13230040258075,88.13230040379149,100.0,3110,3110.0,0.0,0.0,36594,36594,3559,3136.628571370939,41521.666668,0,0,41,0,0,41521,449,0,449,3559,11.666666666666666,10.165,11.74333,2.45667,1,recipe_2,70
2024-01-25 08:00:00+00:00,99.33110367892976,66.49874055415617,67.58786133776717,67.58786134100994,100.0,2376,2376.0,16.0,0.0,28174,28174,3573,2414.9142857142856,41685.000002,16,1,27,0,0,41685,1181,0,1197,3573,11.666666666666666,7.82611,11.73333,5.44667,1,recipe_2,71
2024-01-25 09:00:00+00:00,99.04638058084092,64.52979384354703,65.68604510534854,65.68362448139581,99.99631485849056,2285,2285.0,22.0,3.685141509433962e-05,27136,27135,3541,2325.942857171941,41311.666666,22,1,59,0,0,41311,1234,0,1256,3541,11.666666666666666,7.53778,12.05,0.14667,1,recipe_2,71
2024-01-25 10:00:00+00:00,99.50998869204673,73.99103139013454,76.08344010371691,76.06422165278669,99.97474029869596,2640,2640.0,13.0,0.0002525970130403208,31671,31663,3568,2714.657142857143,41626.666666,13,1,32,0,0,41626,915,0,928,3568,11.666666666666666,8.7975,11.73667,0.96333,1,recipe_2,71
2024-01-25 11:00:00+00:00,98.32125143075162,73.29351535836177,75.32666991344092,75.32666991460813,100.0,2577,2577.0,44.0,0.0,30899,30899,3516,2648.485714197622,41020.000002,44,1,84,0,0,41020,895,0,939,3516,11.666666666666666,8.58305,11.93,1.44333,1,recipe_2,71
2024-01-25 12:00:00+00:00,62.362637362637365,6.32664437012263,24.337058292016735,6.416626852217091,100.0,227,113.5,68.5,0.0,2686,2686,3588,230.2285714575492,11036.666666,137,2,0,0,2642,11036,582,0,719,946,11.666666666666666,0.74611,6.33,2.62333,1,recipe_2,71
2024-01-25 13:00:00+00:00,0.0,0.0,0.0,0.0,100.0,0,0.0,0.0,0.0,0,0,3600,0.0,0.0,0,0,0,0,3600,0,0,0,0,0,11.666666666666666,0.0,0.0,0.0,1,recipe_2,17
2024-01-25 14:00:00+00:00,0.0,0.0,0.0,0.0,100.0,0,0.0,0.0,0.0,0,0,3445,0.0,0.0,0,0,0,0,3445,0,0,0,0,0,11.676180555277778,0.0,0.0,0.0,1,recipe_2,37
2024-01-25 15:00:00+00:00,93.08452250274424,23.555555555555554,32.700072213966386,23.74584322774326,99.97,848,424.0,31.5,0.0003,10000,9997,3600,855.106888265237,30580.972221,63,2,0,0,985,30580,1704,0,1767,2615,11.694444443333333,2.77778,10.07,6.51667,1,recipe_3,71
2024-01-25 16:00:00+00:00,94.5226917057903,84.52280996361601,85.98455159951344,85.97019212325282,99.98329993319973,3020,3020.0,175.0,0.00016700066800267202,35928,35922,3573,3072.2280286968726,41784.249998,175,1,27,0,0,41784,378,0,553,3573,11.694444443333333,9.98,11.75333,2.67667,1,recipe_3,71
