createdAt,valveNumber,textDetail,alarmFaultId,predictingAlgoId,alarmActivated,criticityId
2024-03-26 15:00:00,32,above: Param_2,394,59,0,1
2024-03-26 15:00:00,32,above: Param_3,394,59,0,1
2024-03-26 15:00:00,32,Param_1 increasing,394,59,0,1
2024-03-26 15:00:00,32,above: Param_4,394,59,0,1
2024-03-26 15:00:00,38,Param_1 manual mode,394,59,1,1
2024-03-26 15:00:00,124,Param_1 manual mode,394,59,1,1
2024-03-26 19:00:00,119,Bottle burst,368,61,1,2
2024-03-26 23:00:00,119,back to normal,368,61,0,1
2024-03-27 07:00:00,35,above: Param_4,394,59,0,1
2024-03-27 07:00:00,35,above: Param_3,394,59,0,1
2024-03-27 07:00:00,35,above: Param_2,394,59,0,1
2024-03-27 07:00:00,35,Param_1 increasing,394,59,0,1
2024-03-27 07:00:00,35,above: Param_5,394,59,0,1
2024-03-27 07:00:00,35,above: Param_6,394,59,0,1
2024-03-27 07:00:00,38,above: Param_6,394,59,0,1
2024-03-27 07:00:00,38,above: Param_4,394,59,0,1
2024-03-27 07:00:00,38,above: Param_3,394,59,0,1
2024-03-27 07:00:00,38,above: Param_2,394,59,0,1
2024-03-27 07:00:00,38,Param_1 increasing,394,59,0,1
2024-03-27 07:00:00,38,above: Param_5,394,59,0,1
2024-03-27 07:00:00,105,above: Param_5,394,59,0,1
2024-03-27 07:00:00,105,above: Param_6,394,59,0,1
2024-03-27 07:00:00,105,above: Param_4,394,59,0,1
2024-03-27 07:00:00,105,above: Param_3,394,59,0,1
2024-03-27 07:00:00,105,above: Param_2,394,59,0,1
2024-03-27 07:00:00,105,Param_1 increasing,394,59,0,1
2024-03-27 07:00:00,124,Param_1 increasing,394,59,0,1
2024-03-27 07:00:00,124,above: Param_5,394,59,0,1
2024-03-27 07:00:00,124,above: Param_6,394,59,0,1
2024-03-27 07:00:00,124,above: Param_4,394,59,0,1
2024-03-27 07:00:00,124,above: Param_3,394,59,0,1
2024-03-27 07:00:00,124,above: Param_2,394,59,0,1
2024-03-27 21:00:00,120,Bottle burst,368,61,1,2
2024-03-27 23:00:00,120,back to normal,368,61,0,1
2024-03-28 07:00:00,120,Param_1 manual mode,394,59,1,1
2024-03-28 15:00:00,84,Param_1 precision decreasing,337,58,1,3
2024-03-28 23:00:00,120,above: Param_3,394,59,0,1
2024-03-28 23:00:00,120,above: Param_4,394,59,0,1
2024-03-28 23:00:00,120,above: Param_6,394,59,0,1
2024-03-28 23:00:00,120,Param_1 increasing,394,59,0,1
2024-03-28 23:00:00,120,above: Param_5,394,59,0,1
2024-03-28 23:00:00,120,above: Param_2,394,59,0,1
2024-04-01 06:00:00,67,Param_1 precision decreasing,337,58,1,3
2024-04-02 06:00:00,67,back to normal Param_1,337,58,0,1
2024-04-09 06:00:00,9,Param_1 manual mode,394,59,1,1
2024-04-09 06:00:00,52,Param_1 manual mode,394,59,1,1
2024-04-09 06:00:00,84,Param_1 manual mode,394,59,1,1
2024-04-09 06:00:00,84,back to normal Param_1,337,58,0,1
2024-04-09 14:00:00,9,above: Param_2,394,59,0,1
2024-04-09 14:00:00,9,above: Param_3,394,59,0,1
2024-04-09 14:00:00,9,above: Param_4,394,59,0,1
2024-04-09 14:00:00,9,above: Param_6,394,59,0,1
2024-04-09 14:00:00,9,Param_1 increasing,394,59,0,1
2024-04-09 14:00:00,9,above: Param_5,394,59,0,1
2024-04-09 14:00:00,38,Param_1 precision decreasing,337,58,1,3
2024-04-09 22:00:00,38,Param_1 manual mode,394,59,1,1
2024-04-10 06:00:00,38,back to normal Param_1,337,58,0,1
2024-04-10 06:00:00,52,above: Param_5,394,59,0,1
2024-04-10 06:00:00,52,above: Param_2,394,59,0,1
2024-04-10 06:00:00,52,above: Param_3,394,59,0,1
2024-04-10 06:00:00,52,above: Param_4,394,59,0,1
2024-04-10 06:00:00,52,above: Param_6,394,59,0,1
2024-04-10 06:00:00,52,Param_1 increasing,394,59,0,1
2024-04-11 06:00:00,38,above: Param_5,394,59,0,1
2024-04-11 06:00:00,38,above: Param_2,394,59,0,1
2024-04-11 06:00:00,38,above: Param_3,394,59,0,1
2024-04-11 06:00:00,38,above: Param_4,394,59,0,1
2024-04-11 06:00:00,38,above: Param_6,394,59,0,1
2024-04-11 06:00:00,38,Param_1 increasing,394,59,0,1
2024-04-11 22:00:00,84,above: Param_5,394,59,0,1
2024-04-11 22:00:00,84,above: Param_2,394,59,0,1
2024-04-11 22:00:00,84,above: Param_3,394,59,0,1
2024-04-11 22:00:00,84,above: Param_4,394,59,0,1
2024-04-11 22:00:00,84,above: Param_6,394,59,0,1
2024-04-11 22:00:00,84,Param_1 increasing,394,59,0,1
2024-04-13 06:00:00,35,Param_1 manual mode,394,59,1,1
2024-04-13 22:00:00,32,Param_1 manual mode,394,59,1,1
2024-04-14 06:00:00,35,above: Param_4,394,59,0,1
2024-04-14 06:00:00,35,above: Param_6,394,59,0,1
2024-04-14 06:00:00,35,Param_1 increasing,394,59,0,1
2024-04-14 06:00:00,35,above: Param_5,394,59,0,1
2024-04-14 06:00:00,35,above: Param_2,394,59,0,1
2024-04-14 06:00:00,35,above: Param_3,394,59,0,1
2024-04-14 06:00:00,38,Param_1 precision decreasing,337,58,1,3
2024-04-14 14:00:00,35,Param_1 manual mode,394,59,1,1
2024-04-14 14:00:00,84,Param_1 manual mode,394,59,1,1
2024-04-16 06:00:00,38,back to normal Param_1,337,58,0,1
2024-04-16 14:00:00,38,Param_1 manual mode,394,59,1,1
2024-04-17 06:00:00,32,above: Param_2,394,59,0,1
2024-04-17 06:00:00,32,above: Param_3,394,59,0,1
2024-04-17 06:00:00,32,above: Param_4,394,59,0,1
2024-04-17 06:00:00,32,Param_1 increasing,394,59,0,1
2024-04-17 06:00:00,32,above: Param_6,394,59,0,1
2024-04-17 06:00:00,32,above: Param_5,394,59,0,1
2024-04-17 06:00:00,87,Param_1 manual mode,394,59,1,1
2024-04-17 14:00:00,32,Param_1 manual mode,394,59,1,1
2024-04-17 22:00:00,35,above: Param_6,394,59,0,1
2024-04-17 22:00:00,35,above: Param_4,394,59,0,1
2024-04-17 22:00:00,35,above: Param_3,394,59,0,1
2024-04-17 22:00:00,35,above: Param_2,394,59,0,1
2024-04-17 22:00:00,35,Param_1 increasing,394,59,0,1
2024-04-17 22:00:00,35,above: Param_5,394,59,0,1
2024-04-17 22:00:00,38,above: Param_5,394,59,0,1
2024-04-17 22:00:00,38,above: Param_6,394,59,0,1
2024-04-17 22:00:00,38,above: Param_4,394,59,0,1
2024-04-17 22:00:00,38,above: Param_3,394,59,0,1
2024-04-17 22:00:00,38,above: Param_2,394,59,0,1
2024-04-17 22:00:00,38,Param_1 increasing,394,59,0,1
2024-04-17 22:00:00,84,above: Param_5,394,59,0,1
2024-04-17 22:00:00,84,above: Param_6,394,59,0,1
2024-04-17 22:00:00,84,above: Param_4,394,59,0,1
2024-04-17 22:00:00,84,above: Param_3,394,59,0,1
2024-04-17 22:00:00,84,above: Param_2,394,59,0,1
2024-04-17 22:00:00,84,Param_1 increasing,394,59,0,1
2024-04-17 22:00:00,87,above: Param_2,394,59,0,1
2024-04-17 22:00:00,87,Param_1 increasing,394,59,0,1
2024-04-17 22:00:00,87,above: Param_5,394,59,0,1
2024-04-17 22:00:00,87,above: Param_6,394,59,0,1
2024-04-17 22:00:00,87,above: Param_4,394,59,0,1
2024-04-17 22:00:00,87,above: Param_3,394,59,0,1
2024-04-19 06:00:00,32,above: Param_4,394,59,0,1
2024-04-19 06:00:00,32,above: Param_6,394,59,0,1
2024-04-19 06:00:00,32,above: Param_5,394,59,0,1
2024-04-19 06:00:00,32,above: Param_2,394,59,0,1
2024-04-19 06:00:00,32,Param_1 increasing,394,59,0,1
2024-04-19 06:00:00,32,above: Param_3,394,59,0,1
2024-04-19 06:00:00,38,Param_1 manual mode,394,59,1,1
2024-04-19 06:00:00,74,Param_1 manual mode,394,59,1,1
2024-04-19 06:00:00,87,Param_1 manual mode,394,59,1,1
2024-04-20 06:00:00,51,Param_1 manual mode,394,59,1,1
2024-04-21 00:00:00,67,Bottle burst,368,61,1,2
2024-04-21 04:00:00,67,back to normal,368,61,0,1
2024-04-21 16:00:00,67,Bottle burst,368,61,1,2
2024-04-21 18:00:00,67,back to normal,368,61,0,1
2024-04-21 22:00:00,37,Param_1 precision decreasing,337,58,1,3
2024-04-21 22:00:00,38,Param_1 increasing,394,59,0,1
2024-04-21 22:00:00,38,above: Param_5,394,59,0,1
2024-04-21 22:00:00,38,above: Param_6,394,59,0,1
2024-04-21 22:00:00,38,above: Param_4,394,59,0,1
2024-04-21 22:00:00,38,above: Param_3,394,59,0,1
2024-04-21 22:00:00,38,above: Param_2,394,59,0,1
2024-04-21 22:00:00,51,above: Param_3,394,59,0,1
2024-04-21 22:00:00,51,above: Param_2,394,59,0,1
2024-04-21 22:00:00,51,Param_1 increasing,394,59,0,1
2024-04-21 22:00:00,51,above: Param_5,394,59,0,1
2024-04-21 22:00:00,51,above: Param_6,394,59,0,1
2024-04-21 22:00:00,51,above: Param_4,394,59,0,1
2024-04-21 22:00:00,74,above: Param_6,394,59,0,1
2024-04-21 22:00:00,74,above: Param_4,394,59,0,1
2024-04-21 22:00:00,74,above: Param_3,394,59,0,1
2024-04-21 22:00:00,74,above: Param_2,394,59,0,1
2024-04-21 22:00:00,74,Param_1 increasing,394,59,0,1
2024-04-21 22:00:00,74,above: Param_5,394,59,0,1
2024-04-21 22:00:00,87,above: Param_5,394,59,0,1
2024-04-21 22:00:00,87,above: Param_6,394,59,0,1
2024-04-21 22:00:00,87,above: Param_4,394,59,0,1
2024-04-21 22:00:00,87,above: Param_3,394,59,0,1
2024-04-21 22:00:00,87,above: Param_2,394,59,0,1
2024-04-21 22:00:00,87,Param_1 increasing,394,59,0,1
2024-04-23 14:00:00,37,back to normal Param_1,337,58,0,1
2024-04-24 06:00:00,3,Param_1 manual mode,394,59,1,1
2024-04-24 06:00:00,24,Param_1 manual mode,394,59,1,1
2024-04-24 06:00:00,38,Param_1 manual mode,394,59,1,1
2024-04-24 06:00:00,87,Param_1 manual mode,394,59,1,1
2024-04-25 06:00:00,2,Param_1 manual mode,394,59,1,1
2024-04-25 06:00:00,3,above: Param_4,394,59,0,1
2024-04-25 06:00:00,3,above: Param_5,394,59,0,1
2024-04-25 06:00:00,3,above: Param_3,394,59,0,1
2024-04-25 06:00:00,3,Param_1 increasing,394,59,0,1
2024-04-25 06:00:00,3,above: Param_6,394,59,0,1
2024-04-25 06:00:00,3,above: Param_2,394,59,0,1
2024-04-25 06:00:00,24,Param_1 increasing,394,59,0,1
2024-04-25 06:00:00,24,above: Param_6,394,59,0,1
2024-04-25 06:00:00,24,above: Param_2,394,59,0,1
2024-04-25 06:00:00,24,above: Param_4,394,59,0,1
2024-04-25 06:00:00,24,above: Param_5,394,59,0,1
2024-04-25 06:00:00,24,above: Param_3,394,59,0,1
2024-04-25 06:00:00,32,Param_1 manual mode,394,59,1,1
2024-04-25 06:00:00,38,above: Param_5,394,59,0,1
2024-04-25 06:00:00,38,above: Param_3,394,59,0,1
2024-04-25 06:00:00,38,above: Param_6,394,59,0,1
2024-04-25 06:00:00,38,above: Param_2,394,59,0,1
2024-04-25 06:00:00,38,Param_1 increasing,394,59,0,1
2024-04-25 06:00:00,38,above: Param_4,394,59,0,1
2024-04-25 06:00:00,116,Param_1 precision decreasing,337,58,1,3
2024-04-25 06:00:00,120,Param_1 manual mode,394,59,1,1
2024-04-26 06:00:00,2,above: Param_5,394,59,0,1
2024-04-26 06:00:00,2,above: Param_4,394,59,0,1
2024-04-26 06:00:00,2,above: Param_6,394,59,0,1
2024-04-26 06:00:00,2,above: Param_3,394,59,0,1
2024-04-26 06:00:00,2,above: Param_2,394,59,0,1
2024-04-26 06:00:00,2,Param_1 increasing,394,59,0,1
2024-04-26 06:00:00,32,above: Param_5,394,59,0,1
2024-04-26 06:00:00,32,above: Param_4,394,59,0,1
2024-04-26 06:00:00,32,above: Param_6,394,59,0,1
2024-04-26 06:00:00,32,above: Param_3,394,59,0,1
2024-04-26 06:00:00,32,above: Param_2,394,59,0,1
2024-04-26 06:00:00,32,Param_1 increasing,394,59,0,1
2024-04-26 06:00:00,87,above: Param_5,394,59,0,1
2024-04-26 06:00:00,87,above: Param_4,394,59,0,1
2024-04-26 06:00:00,87,above: Param_6,394,59,0,1
2024-04-26 06:00:00,87,above: Param_3,394,59,0,1
2024-04-26 06:00:00,87,above: Param_2,394,59,0,1
2024-04-26 06:00:00,87,Param_1 increasing,394,59,0,1
2024-04-26 06:00:00,116,back to normal Param_1,337,58,0,1
2024-04-26 06:00:00,120,Param_1 increasing,394,59,0,1
2024-04-26 06:00:00,120,above: Param_5,394,59,0,1
2024-04-26 06:00:00,120,above: Param_4,394,59,0,1
2024-04-26 06:00:00,120,above: Param_6,394,59,0,1
2024-04-26 06:00:00,120,above: Param_3,394,59,0,1
2024-04-26 06:00:00,120,above: Param_2,394,59,0,1
2024-04-27 06:00:00,74,Param_1 manual mode,394,59,1,1
2024-04-27 06:00:00,120,Param_1 manual mode,394,59,1,1
2024-04-27 22:00:00,74,above: Param_6,394,59,0,1
2024-04-27 22:00:00,74,above: Param_3,394,59,0,1
2024-04-27 22:00:00,74,Param_1 increasing,394,59,0,1
2024-04-27 22:00:00,74,above: Param_5,394,59,0,1
2024-04-27 22:00:00,74,above: Param_4,394,59,0,1
2024-04-27 22:00:00,74,above: Param_2,394,59,0,1
2024-04-27 22:00:00,120,above: Param_6,394,59,0,1
2024-04-27 22:00:00,120,above: Param_3,394,59,0,1
2024-04-27 22:00:00,120,Param_1 increasing,394,59,0,1
2024-04-27 22:00:00,120,above: Param_5,394,59,0,1
2024-04-27 22:00:00,120,above: Param_4,394,59,0,1
2024-04-27 22:00:00,120,above: Param_2,394,59,0,1
2024-04-28 14:00:00,38,Param_1 manual mode,394,59,1,1
2024-04-28 14:00:00,120,Param_1 manual mode,394,59,1,1
2024-04-28 14:00:00,121,Param_1 manual mode,394,59,1,1
2024-04-28 22:00:00,120,above: Param_2,394,59,0,1
2024-04-28 22:00:00,120,above: Param_6,394,59,0,1
2024-04-28 22:00:00,120,above: Param_3,394,59,0,1
2024-04-28 22:00:00,120,Param_1 increasing,394,59,0,1
2024-04-28 22:00:00,120,above: Param_5,394,59,0,1
2024-04-28 22:00:00,120,above: Param_4,394,59,0,1
2024-04-28 22:00:00,121,above: Param_5,394,59,0,1
2024-04-28 22:00:00,121,above: Param_4,394,59,0,1
2024-04-28 22:00:00,121,above: Param_2,394,59,0,1
2024-04-28 22:00:00,121,above: Param_6,394,59,0,1
2024-04-28 22:00:00,121,above: Param_3,394,59,0,1
2024-04-28 22:00:00,121,Param_1 increasing,394,59,0,1
2024-04-29 12:00:00,116,Bottle burst,368,61,1,2
2024-04-29 16:00:00,116,back to normal,368,61,0,1
2024-05-01 06:00:00,32,Param_1 manual mode,394,59,1,1
2024-05-01 14:00:00,138,Param_1 manual mode,394,59,1,1
2024-05-01 22:00:00,24,Param_1 manual mode,394,59,1,1
2024-05-01 22:00:00,87,Param_1 manual mode,394,59,1,1
2024-05-01 22:00:00,110,Param_1 manual mode,394,59,1,1
2024-05-02 06:00:00,38,above: Param_4,394,59,0,1
2024-05-02 06:00:00,38,above: Param_2,394,59,0,1
2024-05-02 06:00:00,38,above: Param_6,394,59,0,1
2024-05-02 06:00:00,38,above: Param_3,394,59,0,1
2024-05-02 06:00:00,38,Param_1 increasing,394,59,0,1
2024-05-02 06:00:00,38,above: Param_5,394,59,0,1
2024-05-02 06:00:00,138,above: Param_5,394,59,0,1
2024-05-02 06:00:00,138,above: Param_4,394,59,0,1
2024-05-02 06:00:00,138,above: Param_2,394,59,0,1
2024-05-02 06:00:00,138,above: Param_6,394,59,0,1
2024-05-02 06:00:00,138,above: Param_3,394,59,0,1
2024-05-02 06:00:00,138,Param_1 increasing,394,59,0,1
2024-05-02 22:00:00,24,above: Param_6,394,59,0,1
2024-05-02 22:00:00,24,above: Param_2,394,59,0,1
2024-05-02 22:00:00,24,above: Param_4,394,59,0,1
2024-05-02 22:00:00,24,Param_1 increasing,394,59,0,1
2024-05-02 22:00:00,24,above: Param_5,394,59,0,1
2024-05-02 22:00:00,24,above: Param_3,394,59,0,1
2024-05-02 22:00:00,87,above: Param_6,394,59,0,1
2024-05-02 22:00:00,87,above: Param_2,394,59,0,1
2024-05-02 22:00:00,87,above: Param_4,394,59,0,1
2024-05-02 22:00:00,87,Param_1 increasing,394,59,0,1
2024-05-02 22:00:00,87,above: Param_5,394,59,0,1
2024-05-02 22:00:00,87,above: Param_3,394,59,0,1
2024-05-02 22:00:00,110,above: Param_5,394,59,0,1
2024-05-02 22:00:00,110,above: Param_3,394,59,0,1
2024-05-02 22:00:00,110,above: Param_6,394,59,0,1
2024-05-02 22:00:00,110,above: Param_2,394,59,0,1
2024-05-02 22:00:00,110,above: Param_4,394,59,0,1
2024-05-02 22:00:00,110,Param_1 increasing,394,59,0,1
2024-05-04 06:00:00,32,above: Param_3,394,59,0,1
2024-05-04 06:00:00,32,above: Param_4,394,59,0,1
2024-05-04 06:00:00,32,above: Param_6,394,59,0,1
2024-05-04 06:00:00,32,Param_1 increasing,394,59,0,1
2024-05-04 06:00:00,32,above: Param_5,394,59,0,1
2024-05-04 06:00:00,32,above: Param_2,394,59,0,1
2024-05-05 00:00:00,108,Bottle burst,368,61,1,2
2024-05-05 04:00:00,108,back to normal,368,61,0,1
2024-05-06 22:00:00,9,Param_1 manual mode,394,59,1,1
2024-05-08 06:00:00,12,Param_1 manual mode,394,59,1,1
2024-05-08 22:00:00,9,above: Param_5,394,59,0,1
2024-05-08 22:00:00,9,above: Param_4,394,59,0,1
2024-05-08 22:00:00,9,above: Param_2,394,59,0,1
2024-05-08 22:00:00,9,above: Param_6,394,59,0,1
2024-05-08 22:00:00,9,above: Param_3,394,59,0,1
2024-05-08 22:00:00,9,Param_1 increasing,394,59,0,1
2024-05-08 22:00:00,12,above: Param_3,394,59,0,1
2024-05-08 22:00:00,12,Param_1 increasing,394,59,0,1
2024-05-08 22:00:00,12,above: Param_5,394,59,0,1
2024-05-08 22:00:00,12,above: Param_4,394,59,0,1
2024-05-08 22:00:00,12,above: Param_2,394,59,0,1
2024-05-08 22:00:00,12,above: Param_6,394,59,0,1
2024-05-11 00:00:00,78,Bottle burst,368,61,1,2
2024-05-11 04:00:00,78,back to normal,368,61,0,1
2024-05-15 14:00:00,32,Param_1 manual mode,394,59,1,1
2024-05-15 22:00:00,32,above: Param_3,394,59,0,1
2024-05-15 22:00:00,32,above: Param_4,394,59,0,1
2024-05-15 22:00:00,32,above: Param_6,394,59,0,1
2024-05-15 22:00:00,32,Param_1 increasing,394,59,0,1
2024-05-15 22:00:00,32,above: Param_5,394,59,0,1
2024-05-15 22:00:00,32,above: Param_2,394,59,0,1
2024-05-18 22:00:00,32,Param_1 manual mode,394,59,1,1
2024-05-18 22:00:00,84,Param_1 manual mode,394,59,1,1
2024-05-19 06:00:00,110,Param_1 manual mode,394,59,1,1
2024-05-19 06:00:00,136,Param_1 manual mode,394,59,1,1
2024-05-20 06:00:00,103,Param_1 precision decreasing,337,58,1,3
2024-05-20 06:00:00,136,above: Param_3,394,59,0,1
2024-05-20 06:00:00,136,above: Param_4,394,59,0,1
2024-05-20 06:00:00,136,above: Param_6,394,59,0,1
2024-05-20 06:00:00,136,Param_1 increasing,394,59,0,1
2024-05-20 06:00:00,136,above: Param_5,394,59,0,1
2024-05-20 06:00:00,136,above: Param_2,394,59,0,1
2024-05-28 06:00:00,2,Param_1 manual mode,394,59,1,1
2024-05-28 06:00:00,84,Param_1 increasing,394,59,0,1
2024-05-28 06:00:00,84,above: Param_6,394,59,0,1
2024-05-28 06:00:00,84,above: Param_5,394,59,0,1
