createdAt,valveNumber,textDetail,alarmFaultId,predictingAlgoId,alarmActivated,criticityId
2024-01-13 11:00:00,9,Bottle burst,368,61,1,2
2024-01-13 13:00:00,9,Bottle burst,368,61,1,2
2024-01-19 11:00:00,9,Bottle burst,368,61,1,2
2024-01-19 13:00:00,9,Bottle burst,368,61,1,2
2024-01-30 11:00:00,11,Bottle burst,368,61,1,2
2024-01-30 11:00:00,35,Bottle burst,368,61,1,2
2024-01-30 11:00:00,59,Bottle burst,368,61,1,2
2024-01-30 11:00:00,83,Bottle burst,368,61,1,2
2024-01-30 11:00:00,107,Bottle burst,368,61,1,2
2024-01-30 11:00:00,131,Bottle burst,368,61,1,2
2024-02-06 11:00:00,125,Bottle burst,368,61,1,2
2024-02-07 09:00:00,9,Bottle burst,368,61,1,2
2024-02-07 11:00:00,9,Bottle burst,368,61,1,2
2024-02-07 13:00:00,9,Bottle burst,368,61,1,2
2024-02-07 15:00:00,9,Bottle burst,368,61,1,2
2024-02-07 17:00:00,9,Bottle burst,368,61,1,2
2024-02-07 19:00:00,9,Bottle burst,368,61,1,2
2024-02-07 21:00:00,9,Bottle burst,368,61,1,2
2024-02-07 23:00:00,9,Bottle burst,368,61,1,2
2024-02-08 01:00:00,9,Bottle burst,368,61,1,2
2024-02-08 03:00:00,9,Bottle burst,368,61,1,2
2024-02-08 05:00:00,9,Bottle burst,368,61,1,2
2024-02-08 07:00:00,9,Bottle burst,368,61,1,2
2024-02-08 07:00:00,67,Bottle burst,368,61,1,2
2024-02-09 05:00:00,19,Bottle burst,368,61,1,2
2024-02-09 05:00:00,67,Bottle burst,368,61,1,2
2024-02-09 13:00:00,19,Bottle burst,368,61,1,2
2024-02-09 19:00:00,5,Bottle burst,368,61,1,2
2024-02-09 19:00:00,9,Bottle burst,368,61,1,2
2024-02-09 19:00:00,18,Bottle burst,368,61,1,2
2024-02-09 19:00:00,35,Bottle burst,368,61,1,2
2024-02-09 19:00:00,41,Bottle burst,368,61,1,2
2024-02-09 19:00:00,61,Bottle burst,368,61,1,2
2024-02-09 19:00:00,114,Bottle burst,368,61,1,2
2024-02-09 19:00:00,122,Bottle burst,368,61,1,2
2024-02-09 21:00:00,9,Bottle burst,368,61,1,2
2024-02-09 21:00:00,76,Bottle burst,368,61,1,2
2024-02-09 23:00:00,9,Bottle burst,368,61,1,2
2024-02-10 01:00:00,9,Bottle burst,368,61,1,2
2024-02-10 03:00:00,9,Bottle burst,368,61,1,2
2024-02-10 03:00:00,33,Bottle burst,368,61,1,2
2024-02-10 03:00:00,39,Bottle burst,368,61,1,2
2024-02-10 03:00:00,97,Bottle burst,368,61,1,2
2024-02-10 03:00:00,122,Bottle burst,368,61,1,2
2024-02-10 19:00:00,5,Bottle burst,368,61,1,2
2024-02-10 21:00:00,5,Bottle burst,368,61,1,2
2024-02-10 23:00:00,5,Bottle burst,368,61,1,2
2024-02-11 01:00:00,5,Bottle burst,368,61,1,2
2024-02-11 03:00:00,5,Bottle burst,368,61,1,2
2024-02-13 01:00:00,9,Bottle burst,368,61,1,2
2024-02-13 03:00:00,5,Bottle burst,368,61,1,2
2024-02-13 03:00:00,29,Bottle burst,368,61,1,2
2024-02-13 19:00:00,28,Bottle burst,368,61,1,2
2024-02-13 19:00:00,135,Bottle burst,368,61,1,2
2024-02-13 21:00:00,54,Bottle burst,368,61,1,2
2024-02-13 21:00:00,129,Bottle burst,368,61,1,2
