timestamp,availability,operationalavailability,efficiency,oee,qualityrate,runningtime,mtbf,mttr,rejectionrate,processed,produce,workingtime,netoperatingtime,effectivetimeexpectedproduction,internaldowntime,internalstops,nodatatime,externaltime,planneddowntime,productiontimeexpectedproduction,induceddowntime,reactiontime,equipmentdowntime,effectivetime,designspeed,avgprocessspeed,maxprocessspeed,minprocessspeed,rank,recipe,MachineSpeed_max
2024-01-24 17:00:00+00:00,0.0,0.0,0.0,0.0,100.0,0,0.0,0.0,0.0,0,0,3600,0.0,0.0,0,0,0,3537,63,35370,0,0,0,0,10.0,0.0,0.0,0.0,1,recipe_2,42
2024-01-24 18:00:00+00:00,82.43831640058055,47.333333333333336,77.37008585630366,47.51111111111111,99.8948720943815,1704,852.0,181.5,0.0010512790561850252,17122,17104,3600,1712.2,22130.0,363,2,0,0,1387,22130,146,0,509,2213,10.0,4.75611,10.02667,0.11667,1,recipe_2,60
2024-01-24 19:00:00+00:00,100.0,88.22222222222223,88.26388888888889,88.26388888888889,100.0,3176,3176.0,0.0,0.0,31775,31775,3600,3177.5,36000.0,0,0,0,0,0,36000,424,0,424,3600,10.0,8.82639,10.04333,0.94,1,recipe_2,60
2024-01-24 20:00:00+00:00,100.0,81.25,81.74722222222222,81.73888888888888,99.9898059736994,2925,2925.0,0.0,0.00010194026300587855,29429,29426,3600,2942.9,36000.0,0,0,0,0,0,36000,675,0,675,3600,10.0,8.17472,10.01,0.91,1,recipe_2,60
2024-01-24 21:00:00+00:00,100.0,77.77777777777779,77.88055555555556,77.88055555555556,100.0,2800,2800.0,0.0,0.0,28037,28037,3600,2803.7,36000.0,0,0,0,0,0,36000,800,0,800,3600,10.0,7.78806,10.01,1.28667,1,recipe_2,60
2024-01-24 22:00:00+00:00,100.0,58.38888888888889,58.797222222222224,58.772222222222226,99.95748098455142,2102,2102.0,0.0,0.00042519015448575615,21167,21158,3600,2116.7,36000.0,0,0,0,0,0,36000,1498,0,1498,3600,10.0,5.87972,10.01667,2.23333,1,recipe_2,60
2024-01-24 23:00:00+00:00,95.31975705609146,74.11111111111111,74.61666666666666,74.59444444444445,99.97021815203634,2668,1334.0,65.5,0.00029781847963666143,26862,26854,3600,2686.2000000000003,36000.0,131,2,0,0,0,36000,801,0,932,3600,10.0,7.46167,10.01667,0.29,1,recipe_2,60
2024-01-25 00:00:00+00:00,93.05057096247961,79.22222222222223,79.86666666666666,79.79722222222222,99.91304952698943,2852,2852.0,213.0,0.0008695047301057317,28752,28727,3600,2875.2,36000.0,213,1,0,0,0,36000,535,0,748,3600,10.0,7.98667,10.0,3.81333,1,recipe_2,60
2024-01-25 01:00:00+00:00,100.0,79.69444444444444,80.25833333333333,80.25000000000001,99.98961686221575,2869,2869.0,0.0,0.00010383137784238397,28893,28890,3600,2889.3,36000.0,0,0,0,0,0,36000,731,0,731,3600,10.0,8.02583,10.04,0.23333,1,recipe_2,60
2024-01-25 02:00:00+00:00,100.0,60.47222222222223,60.577777777777776,60.561111111111124,99.97248716067499,2177,2177.0,0.0,0.0002751283932501834,21808,21802,3600,2180.8,36000.0,0,0,0,0,0,36000,1423,0,1423,3600,10.0,6.05778,10.01333,3.31333,1,recipe_2,60
